openTime,open,high,low,close,volume
2023/1/6 4:00,16833.56,16837.87,16779.96,16794.06,24759.51652
2023/1/6 8:00,16794.33,16812.22,16709.88,16738.22,29976.56156
2023/1/6 12:00,16738.74,16849,16679,16840.82,52584.91113
2023/1/6 16:00,16840.1,16965.41,16805.04,16939.91,42771.69765
2023/1/6 20:00,16940.41,17041,16886.21,16950.65,34412.03096
2023/1/7 0:00,16950.31,16981.91,16930.46,16952.46,17943.00432
2023/1/7 4:00,16952.73,16954.45,16922.14,16948.09,15480.43183
2023/1/7 8:00,16948.18,16954.95,16908.07,16918.3,18936.72265
2023/1/7 12:00,16918.3,16947.7,16908,16940.42,20650.09476
2023/1/7 16:00,16940.6,16946.13,16916,16944.05,16073.99982
2023/1/7 20:00,16944.05,16951.92,16929.46,16943.57,15442.31542
2023/1/8 0:00,16943.83,16955,16911,16944.02,18295.79671
2023/1/8 4:00,16944.02,16957.12,16933.26,16953.77,14667.61069
2023/1/8 8:00,16953.77,16967.67,16925.05,16927.42,20434.41029
2023/1/8 12:00,16927.42,17019.79,16920.37,17000.43,23086.53831
2023/1/8 16:00,17000.43,17022.08,16916.1,16927.25,23557.66783
2023/1/8 20:00,16927.25,17176.99,16924.41,17127.83,35113.87312
2023/1/9 0:00,17127.83,17252.6,17104.66,17197,50799.16414
2023/1/9 4:00,17197,17262.56,17180,17198.48,33546.34885
2023/1/9 8:00,17198.01,17285.48,17186.95,17238.93,38468.19722
2023/1/9 12:00,17239.47,17335.35,17190.74,17268.49,50514.03168
2023/1/9 16:00,17268.49,17398.8,17268.02,17293.69,52520.91466
2023/1/9 20:00,17294.19,17313.3,17128,17178.26,40362.87068
2023/1/10 0:00,17179.04,17235,17146.34,17205.72,30946.1691
2023/1/10 4:00,17205.31,17233.91,17189.15,17203.2,25989.57305
2023/1/10 8:00,17203.2,17286.02,17187.73,17252.89,31083.00421
2023/1/10 12:00,17252.89,17375,17212.14,17327.7,57523.3681
2023/1/10 16:00,17327.7,17456.07,17282,17432.85,43079.81645
2023/1/10 20:00,17432.85,17499,17403.73,17440.66,32760.4949
2023/1/11 0:00,17440.64,17510,17366.58,17416.14,31946.4848
2023/1/11 4:00,17416.49,17462.99,17388,17446.65,29726.8908
2023/1/11 8:00,17447.02,17472.15,17408.68,17437.75,29986.37534
2023/1/11 12:00,17437.75,17437.75,17315.6,17332.43,49062.38496
2023/1/11 16:00,17331.9,17571.7,17320.42,17550.29,55789.51498
2023/1/11 20:00,17549.62,18000,17508.86,17943.26,65709.95565
2023/1/12 0:00,17943.26,18385.71,17907.25,18224.68,82494.53271
2023/1/12 4:00,18224.68,18241.43,18075.19,18138.22,37256.18339
2023/1/12 8:00,18138.21,18222.59,18071.06,18200.8,34254.13454
2023/1/12 12:00,18200.8,18380.47,17892.05,18086.62,130706.4578
2023/1/12 16:00,18087.28,19060,18054.61,18885.35,110884.4527
2023/1/12 20:00,18885.35,19117.04,18762,18846.62,58972.56062
2023/1/13 0:00,18846.62,18887,18714.12,18876.37,41728.30446
2023/1/13 4:00,18876.37,18883.79,18778.41,18824.25,33637.34382
2023/1/13 8:00,18825,19057.7,18810.01,18920.95,53635.34061
2023/1/13 12:00,18920.95,19310.91,18811.52,19261.19,84962.31802
2023/1/13 16:00,19261.19,19406.26,19060.15,19362.01,76088.31369
2023/1/13 20:00,19363.43,20000,19315.77,19930.01,78564.25763
2023/1/14 0:00,19930.01,21258,19888.05,20967.23,132906.5274
2023/1/14 4:00,20967.23,21033.64,20777.37,20897.36,44676.34594
2023/1/14 8:00,20897.36,21022.39,20225.06,20721.73,79770.25474
2023/1/14 12:00,20721.03,21200,20568.12,20786.74,70757.33684
2023/1/14 16:00,20785.85,20911.23,20660,20783.68,40261.90826
2023/1/14 20:00,20783.68,21072.27,20758,20954.92,25541.37632
2023/1/15 0:00,20952.76,21001.84,20551.01,20719.09,38036.35096
2023/1/15 4:00,20719.09,20789.58,20666.88,20735.69,20276.51594
2023/1/15 8:00,20735.69,20759,20573.13,20722.23,28650.05726
2023/1/15 12:00,20722.23,20994.05,20652.24,20908.28,32504.50894
2023/1/15 16:00,20906.97,21050.74,20665,20870.15,37663.66746
2023/1/15 20:00,20870.15,20952.37,20746.39,20871.5,21411.12493
2023/1/16 0:00,20872.99,21439.59,20770.2,21075.68,65696.37043
2023/1/16 4:00,21074.8,21260,21037.64,21109.23,32932.04546
2023/1/16 8:00,21109.4,21113.22,20666,20817.56,49457.76438
2023/1/16 12:00,20816.63,21053.89,20611.48,20994.17,50011.28024
2023/1/16 16:00,20995.37,21414.42,20916.43,21308.57,57585.03731
2023/1/16 20:00,21307.29,21474.05,21048.16,21185.65,37395.5848
2023/1/17 0:00,21185.65,21299.04,20841.31,21124.57,43454.76384
2023/1/17 4:00,21124.57,21236.62,21060.8,21133.65,27720.49973
2023/1/17 8:00,21133.65,21249.46,21082.48,21219.75,32766.90672
2023/1/17 12:00,21219.21,21647.45,21030,21176.06,87104.51182
2023/1/17 16:00,21176.06,21412,21084,21336.46,48658.53141
2023/1/17 20:00,21336.46,21413.15,21121.71,21134.81,35702.53057
2023/1/18 0:00,21132.29,21377.44,21103.15,21258.54,40301.19947
2023/1/18 4:00,21257,21320,21228.54,21307.94,26697.4268
2023/1/18 8:00,21307.94,21316.77,21151,21204.67,33225.41111
2023/1/18 12:00,21204.67,21650,20842,21042.73,97538.81068
2023/1/18 16:00,21042.73,21136.8,20407.15,20906.54,112546.342
2023/1/18 20:00,20905.37,20938.67,20624.02,20677.47,40606.82944
2023/1/19 0:00,20677.47,20817.85,20659.19,20748.04,37267.51378
2023/1/19 4:00,20748.04,20874.81,20742.71,20818.95,28848.62637
2023/1/19 8:00,20818.94,20846.75,20706.9,20743.72,35522.44033
2023/1/19 12:00,20744.17,20960.23,20660.8,20876.44,61331.76023
2023/1/19 16:00,20876.44,21142.07,20791.13,21090.95,51508.95942
2023/1/19 20:00,21092.1,21192,20919.31,21071.59,36906.54912
2023/1/20 0:00,21071.59,21219.6,21013.96,21087.74,37141.33047
2023/1/20 4:00,21087.74,21127.33,20861.28,20959.44,38475.43025
2023/1/20 8:00,20958.43,20993.99,20898.79,20963.51,33292.86295
2023/1/20 12:00,20963.34,21247.55,20955.53,21144.77,63718.57309
2023/1/20 16:00,21145.05,21529,21140.99,21496.67,68762.00358
2023/1/20 20:00,21496.67,22755.93,21495.75,22667.21,96688.93625
2023/1/21 0:00,22666,22792.86,22422,22547.35,46689.92028
2023/1/21 4:00,22547.83,22670,22514.6,22638.36,31004.20655
2023/1/21 8:00,22638.36,23335.77,22595.23,22905.65,102373.5051
2023/1/21 12:00,22907.01,23280,22851.94,22998.9,60494.75835
2023/1/21 16:00,22998.9,23371.8,22980,23270.5,62208.75289
2023/1/21 20:00,23270.97,23299.55,22680.73,22783.55,43674.34114
2023/1/22 0:00,22783.35,22979.88,22602.55,22758.3,43093.66569
2023/1/22 4:00,22759.08,22967.33,22716.72,22895.2,29768.68658
2023/1/22 8:00,22895.49,22938.12,22726.02,22783.61,31739.4919
2023/1/22 12:00,22784.74,23078.71,22645.59,22794.51,49271.02796
2023/1/22 16:00,22794.63,22959.71,22687.13,22722.15,41105.52201
2023/1/22 20:00,22721.88,22773.89,22292.37,22707.88,58599.35872
2023/1/23 0:00,22706.02,22826.46,22646.43,22661.02,36139.99774
2023/1/23 4:00,22661.02,22794.33,22600.14,22695.9,33194.2653
2023/1/23 8:00,22696.61,22957.25,22662.38,22904.58,38266.29469
2023/1/23 12:00,22904.58,23115,22500,22853.14,80367.50864
2023/1/23 16:00,22855.44,23180,22654,22792.47,71278.43489
2023/1/23 20:00,22792.47,23044.56,22753.71,22916.45,34341.87812
2023/1/24 0:00,22917.81,23144.76,22864.67,23079.27,41432.57478
2023/1/24 4:00,23079.87,23162.2,23006.98,23054.08,34450.19326
2023/1/24 8:00,23054.7,23090.25,22770,22917.66,46085.15863
2023/1/24 12:00,22917.11,23035.31,22711,22931.36,64690.98641
2023/1/24 16:00,22931.36,23079,22785.59,23018.53,44205.31571
2023/1/24 20:00,23017.73,23080.45,22462.93,22632.89,62294.55375
2023/1/25 0:00,22631.94,22715.06,22300,22643.61,56101.10349
2023/1/25 4:00,22643.04,22772,22606.04,22712.45,30093.23392
2023/1/25 8:00,22711.85,22739.11,22475,22598.47,39000.61252
2023/1/25 12:00,22598.45,22745,22335,22577.86,70513.75269
2023/1/25 16:00,22578.79,22765.3,22510,22748.86,50906.47279
2023/1/25 20:00,22749.97,23816.73,22749.93,23060.94,99427.65682
2023/1/26 0:00,23060.42,23282.47,23041.14,23136.16,49167.22282
2023/1/26 4:00,23136.16,23197.8,22897.17,22966.73,45284.94138
2023/1/26 8:00,22965.81,23048.49,22850.01,22992.94,39326.2452
2023/1/26 12:00,22992.09,23250,22880.95,22958.02,81188.23496
2023/1/26 16:00,22955.16,23106.51,22853.81,23070,43604.15119
2023/1/26 20:00,23068.57,23195,22963.07,23009.65,30353.64026
2023/1/27 0:00,23009.65,23076.62,22534.88,22772.62,46182.87922
2023/1/27 4:00,22772.2,23100,22760.64,23072.77,38724.8656
2023/1/27 8:00,23072.29,23083.87,22903.03,22967.47,33552.11913
2023/1/27 12:00,22967.48,23148,22841.19,22933.96,62813.27522
2023/1/27 16:00,22932.2,23284.32,22924.01,23253.06,49014.72696
2023/1/27 20:00,23253.06,23500,22951.33,23074.16,50545.99702
2023/1/28 0:00,23074.16,23189,23042.54,23117.44,24315.1602
2023/1/28 4:00,23117.44,23133.4,22951.01,22991.51,24728.2785
2023/1/28 8:00,22991.86,23017.27,22905,22981.51,25675.38157
2023/1/28 12:00,22981.51,23044.12,22878.46,23012.54,33451.32025
2023/1/28 16:00,23012.02,23052.82,22975,23039.35,20431.10042
2023/1/28 20:00,23039.35,23042.91,22942,23022.6,19514.46991
2023/1/29 0:00,23021.4,23492,22967.76,23193.43,52580.79543
2023/1/29 4:00,23194.27,23268.51,23144.99,23203.86,24988.1288
2023/1/29 8:00,23203.39,23605.74,23153.64,23432.17,55739.69077
2023/1/29 12:00,23431.39,23666,23350.47,23525.09,54723.54894
2023/1/29 16:00,23525.09,23960.54,23472,23897.84,66296.44216
2023/1/29 20:00,23896.65,23910.6,23600,23742.3,41360.18594
2023/1/30 0:00,23743.37,23800.51,23567.1,23701.44,36904.38643
2023/1/30 4:00,23700.78,23769.32,23599.15,23642.81,31345.83274
2023/1/30 8:00,23642.81,23676.98,23017,23077.47,72543.62927
2023/1/30 12:00,23077.47,23301.82,22962.68,23178.51,58389.64648
2023/1/30 16:00,23178.51,23248.86,22627.9,22784.86,58798.23417
2023/1/30 20:00,22784.86,22840.69,22500,22826.15,44424.17212
2023/1/31 0:00,22827.38,22913.71,22714.77,22835.01,35131.51516
2023/1/31 4:00,22835.46,22989.48,22743.05,22978.24,35466.16773
2023/1/31 8:00,22978.24,22996.84,22810.03,22865.43,35127.03829
2023/1/31 12:00,22865.97,23206.84,22851.01,23121.8,64918.10238
2023/1/31 16:00,23121.8,23221.14,23081.08,23163.88,42055.90095
2023/1/31 20:00,23162.99,23320,22812.69,23125.13,51950.62458
2023/2/1 0:00,23125.13,23184.29,22997.1,23130.19,35705.95217
2023/2/1 4:00,23130.7,23167.39,23017.07,23076.68,32517.47391
2023/2/1 8:00,23076.67,23100,22919.33,23077.52,37238.66144
2023/2/1 12:00,23078.43,23144.85,22938.36,22979.73,53826.35919
2023/2/1 16:00,22979.73,23494.77,22760.23,23385.99,77933.60595
2023/2/1 20:00,23385.99,23812.66,23320.01,23732.66,73568.37005
2023/2/2 0:00,23731.41,24255,23690.02,23848.6,61426.43407
2023/2/2 4:00,23848.6,23921.1,23658.2,23781.12,36774.35541
2023/2/2 8:00,23780.65,23852.75,23750,23820.49,34341.7451
2023/2/2 12:00,23820.49,23945.68,23525,23839.5,83485.59583
2023/2/2 16:00,23839.5,24144.62,23725.76,23802.57,83227.45056
2023/2/2 20:00,23802.57,23924.81,23363.27,23488.94,64921.62654
2023/2/3 0:00,23489.33,23590.11,23411.47,23534.18,41608.93455
2023/2/3 4:00,23533.64,23566.18,23447.25,23456.23,34988.87578
2023/2/3 8:00,23456.22,23541.7,23322.3,23534.13,47896.72547
2023/2/3 12:00,23533.32,23710.8,23227.16,23603.36,102225.3646
2023/2/3 16:00,23604.62,23715.7,23300.76,23307.99,68730.83213
2023/2/3 20:00,23308.05,23472,23204.62,23431.9,37120.2965
2023/2/4 0:00,23431.9,23465.15,23331.16,23343.43,25040.05526
2023/2/4 4:00,23343.12,23361.33,23253.96,23329.18,24999.77578
2023/2/4 8:00,23329.18,23376.27,23292.19,23363.76,23614.83087
2023/2/4 12:00,23364.14,23587.78,23340.44,23421.45,41379.54799
2023/2/4 16:00,23421.45,23472.5,23358.57,23425.89,26883.53409
2023/2/4 20:00,23425.28,23449.96,23259.62,23326.84,24208.72896
2023/2/5 0:00,23327.66,23371.99,23230,23344.53,27050.82035
2023/2/5 4:00,23344.53,23433.33,23326.23,23377.4,20474.72317
2023/2/5 8:00,23377.03,23419.74,23345,23356.33,24127.72175
2023/2/5 12:00,23356.86,23374.8,23000.01,23096.16,51552.20203
2023/2/5 16:00,23096.92,23157.75,22743,22891.8,56584.15419
2023/2/5 20:00,22892.65,23030,22795.01,22932.91,29461.71768
2023/2/6 0:00,22932.91,23094.92,22823,22895.48,29572.88535
2023/2/6 4:00,22895.48,22928.2,22628.13,22879.69,39216.01093
2023/2/6 8:00,22880.91,22939.99,22735.46,22878.23,40012.24453
2023/2/6 12:00,22878.23,23054.66,22745.01,23041.39,58692.68023
2023/2/6 16:00,23042.86,23158.25,22921.25,23031.03,56494.24898
2023/2/6 20:00,23030.29,23032.13,22638,22762.52,41383.53688
2023/2/7 0:00,22762.52,22897.67,22745.78,22877.99,33497.36874
2023/2/7 4:00,22877.99,22986.71,22861.45,22910.91,36499.34993
2023/2/7 8:00,22910.91,23064.56,22862.85,22977.24,44279.99243
2023/2/7 12:00,22977.24,23042,22876.35,22904.89,52432.35114
2023/2/7 16:00,22904.89,23350.25,22769.05,23091.9,97115.49334
2023/2/7 20:00,23092.87,23309.29,23029.11,23240.46,44182.16924
2023/2/8 0:00,23242.42,23452,23225.19,23255.34,40305.77589
2023/2/8 4:00,23255.34,23287.3,23183.17,23232.68,31403.38319
2023/2/8 8:00,23233.23,23239.44,23132.21,23159.07,34433.80696
2023/2/8 12:00,23159.07,23199.58,22857,22872.28,65167.42448
2023/2/8 16:00,22871.28,23042.95,22665.85,22874.89,73007.67562
2023/2/8 20:00,22873.9,22980.3,22778.93,22963,35738.24103
2023/2/9 0:00,22961.85,23011.39,22424.48,22518.44,65154.16827
2023/2/9 4:00,22519.56,22737.48,22353.71,22676.41,55075.60069
2023/2/9 8:00,22676.41,22770,22663.32,22685.79,41696.32449
2023/2/9 12:00,22685.79,22831.41,22556.32,22610.94,74349.41042
2023/2/9 16:00,22610.94,22623.41,21881,22032.71,93051.2266
2023/2/9 20:00,22030.99,22084.46,21688,21796.35,73567.96503
2023/2/10 0:00,21797.83,21938.16,21756,21825.59,44103.28784
2023/2/10 4:00,21825.59,21926.2,21622.4,21911.71,57049.51366
2023/2/10 8:00,21910.61,21926.91,21713.96,21733.52,53475.20812
2023/2/10 12:00,21732.63,21901.24,21520,21654.09,79689.38726
2023/2/10 16:00,21652.75,21799,21558.13,21771.09,59831.97353
2023/2/10 20:00,21772.26,21790.92,21451,21625.19,44442.57206
2023/2/11 0:00,21625.19,21725.95,21599.78,21678.56,33397.4464
2023/2/11 4:00,21678.56,21715.38,21640.03,21692.63,26123.14402
2023/2/11 8:00,21692.63,21705,21658.01,21697.44,26681.07439
2023/2/11 12:00,21697.44,21777.54,21662.11,21735.78,33330.44499
2023/2/11 16:00,21735.78,21737.89,21618.23,21662.63,26494.56227
2023/2/11 20:00,21662.36,21906.32,21645.21,21862.55,30994.91226
2023/2/12 0:00,21862.02,21890.16,21766,21781.38,25750.93181
2023/2/12 4:00,21781.38,21817.15,21761.04,21798.42,24728.18422
2023/2/12 8:00,21798.42,21960,21798.01,21888.31,32585.21424
2023/2/12 12:00,21888.31,21995.6,21756.04,21945.3,41637.6802
2023/2/12 16:00,21944.14,22090,21914.07,21997.18,38167.26838
2023/2/12 20:00,21997.18,22028.78,21630,21783.54,41566.37278
2023/2/13 0:00,21782.37,21876.43,21622.47,21808.6,45008.5028
2023/2/13 4:00,21808.6,21894.99,21792.86,21867.69,29927.77153
2023/2/13 8:00,21867.74,21874.97,21433,21603.11,71030.04136
2023/2/13 12:00,21602.8,21701.34,21556,21563.02,51668.73309
2023/2/13 16:00,21561.84,21678,21351.07,21607.81,62803.51308
2023/2/13 20:00,21607.81,21845.79,21559.95,21773.97,35292.20605
2023/2/14 0:00,21774.63,21816.62,21677.47,21700.42,31230.75357
2023/2/14 4:00,21700.42,21789.46,21684.59,21768.48,31733.58592
2023/2/14 8:00,21767.56,21875.42,21666.39,21809.81,44954.45087
2023/2/14 12:00,21809.81,22319.08,21532.77,22041.45,136833.5663
2023/2/14 16:00,22040.52,22245,21917.31,22208.65,77894.26418
2023/2/14 20:00,22207.96,22285,22122.7,22199.84,39311.78022
2023/2/15 0:00,22199.84,22200.88,22047.28,22099.49,36360.45775
2023/2/15 4:00,22099.13,22199.29,22072.55,22109.89,32290.25159
2023/2/15 8:00,22109.89,22500,22089.11,22445.13,49264.71292
2023/2/15 12:00,22444.28,22916.98,22443.24,22809.46,100777.7292
2023/2/15 16:00,22809.46,23353.87,22745.03,23318.9,70218.08957
2023/2/15 20:00,23320.18,24380,23296.3,24324.05,86757.92005
2023/2/16 0:00,24322.87,24905,24278.58,24732.42,58850.15163
2023/2/16 4:00,24731.6,24756.35,24430.12,24612.95,48051.21682
2023/2/16 8:00,24611.51,24664.49,24509.07,24568.55,39484.86925
2023/2/16 12:00,24567.93,25091,24283.35,25072.67,101794.4763
2023/2/16 16:00,25072.67,25250,24606.14,24872.58,108806.0922
2023/2/16 20:00,24872.58,24879.81,23505.25,23517.72,93093.87748
2023/2/17 0:00,23517.72,23914.58,23339.37,23838.64,69235.79241
2023/2/17 4:00,23838.64,23883.12,23612,23637.04,43781.38344
2023/2/17 8:00,23635.84,23861.78,23532.69,23789.82,58228.45005
2023/2/17 12:00,23789.12,24280,23710,24130.5,118441.1066
2023/2/17 16:00,24130.5,24560.64,23917.65,24524.49,115198.9262
2023/2/17 20:00,24524.49,25021.11,24051.73,24569.97,91927.55504
2023/2/18 0:00,24568.24,24787.5,24503.49,24609.68,37989.15667
2023/2/18 4:00,24609.68,24676.9,24430,24519.01,31352.25067
2023/2/18 8:00,24519.01,24607.82,24436.46,24519.42,33957.71014
2023/2/18 12:00,24519.93,24734.32,24488.43,24668.26,45000.52343
2023/2/18 16:00,24667.02,24877,24567.9,24608.34,45513.45782
2023/2/18 20:00,24608.34,24666,24514.03,24631.95,23104.1534
2023/2/19 0:00,24632.05,24770.67,24622.18,24681.69,24556.3165
2023/2/19 4:00,24682.1,24850,24563.23,24582.62,38276.37482
2023/2/19 8:00,24582.62,24706.77,24560.47,24669.43,30376.46031
2023/2/19 12:00,24669.43,25046,24656.44,24922.21,59494.57652
2023/2/19 16:00,24922.21,25192,24277.53,24523.79,99703.62008
2023/2/19 20:00,24523.04,24580.28,24192.57,24271.76,47988.64719
2023/2/20 0:00,24272.51,24480.44,23840.83,24418.95,63390.50289
2023/2/20 4:00,24417.86,24555,24402.87,24503.65,38007.57091
2023/2/20 8:00,24503.65,24983.71,24373.33,24890,79645.74015
2023/2/20 12:00,24889,25121.23,24720,24942.87,80964.87642
2023/2/20 16:00,24942.87,24957.32,24622,24872.19,56462.35763
2023/2/20 20:00,24872.18,24887.2,24655,24842.2,28467.52197
2023/2/21 0:00,24843.89,25093.23,24781.5,24926.56,47489.89991
2023/2/21 4:00,24926.56,25050,24854.18,24999.95,37867.03335
2023/2/21 8:00,24999.77,25250,24555.55,24572.83,86178.83261
2023/2/21 12:00,24572.83,24790,24408,24558.09,79603.75437
2023/2/21 16:00,24556.81,24745.78,24279.35,24602.88,75522.89551
2023/2/21 20:00,24602.88,24639.56,24148.34,24452.16,49338.41293
2023/2/22 0:00,24450.67,24476.05,23855.55,24201.85,66953.18365
2023/2/22 4:00,24202.67,24221.6,23931,24060.95,53259.16489
2023/2/22 8:00,24059.73,24216.55,23860.61,24160.87,58413.62449
2023/2/22 12:00,24160.87,24235.37,23627.08,23713.61,86251.40733
2023/2/22 16:00,23714.94,23972.97,23574.69,23791.67,74769.74135
2023/2/22 20:00,23791.68,24218.92,23735.19,24182.21,39778.63194
2023/2/23 0:00,24182.21,24599.59,24124.33,24454.85,58028.05449
2023/2/23 4:00,24454.85,24526.08,24311.35,24376.27,40892.96719
2023/2/23 8:00,24377.12,24494.28,23647.46,23780.2,72957.69926
2023/2/23 12:00,23780.21,24228.44,23608,23950.92,114931.1652
2023/2/23 16:00,23951.83,24056,23725.1,23971.5,72622.39716
2023/2/23 20:00,23971.51,24069.87,23756.77,23940.2,38968.17107
2023/2/24 0:00,23940.2,24132.35,23890,23954.05,37762.53136
2023/2/24 4:00,23954.5,23986.12,23766.6,23830.32,37287.85119
2023/2/24 8:00,23831.22,23973.79,23754.03,23883.72,38332.75164
2023/2/24 12:00,23883.72,24027.44,23322.01,23351.31,88325.951
2023/2/24 16:00,23349.25,23353.1,22841.19,23182.27,94448.70234
2023/2/24 20:00,23182.27,23332.79,22974.3,23185.29,47424.787
2023/2/25 0:00,23184.04,23219.13,23045.33,23077.64,26711.13207
2023/2/25 4:00,23077.12,23129.65,23023.23,23117.16,24808.07053
2023/2/25 8:00,23117.1,23158.16,22906.5,22983.85,35506.74408
2023/2/25 12:00,22983.85,23086,22858.35,23006.18,33363.06698
2023/2/25 16:00,23006.18,23086.29,22912.1,22983.05,31984.90521
2023/2/25 20:00,22983.78,23185.99,22722,23157.07,38937.89123
2023/2/26 0:00,23157.07,23250,23059.18,23214.53,25544.02597
2023/2/26 4:00,23214.53,23227.17,23090,23154.57,22591.59482
2023/2/26 8:00,23154.57,23293.97,23112.35,23253.44,27886.07588
2023/2/26 12:00,23253.44,23331.26,23126.47,23247.23,35538.36772
2023/2/26 16:00,23247.96,23544.93,23137,23499.33,42223.44384
2023/2/26 20:00,23499.33,23689.99,23323.42,23554.85,48540.228
2023/2/27 0:00,23554.85,23644.65,23432.76,23551.62,30792.51063
2023/2/27 4:00,23551.99,23561.34,23346.16,23423.31,30283.95062
2023/2/27 8:00,23423.88,23455.31,23332.65,23428.87,28495.85395
2023/2/27 12:00,23428.87,23897.99,23379.25,23559.4,83616.02692
2023/2/27 16:00,23557.66,23618.3,23150,23276.35,71456.59915
2023/2/27 20:00,23276.34,23582.98,23106.77,23492.09,39061.14463
2023/2/28 0:00,23492.09,23549.99,23349.57,23467.52,25897.10942
2023/2/28 4:00,23467.01,23470.44,23212.8,23236.68,29133.3021
2023/2/28 8:00,23235.63,23421.98,23200,23392.69,33078.50122
2023/2/28 12:00,23391.96,23579.12,23315.42,23518.3,68386.6113
2023/2/28 16:00,23519.08,23600,23205.06,23264.36,54116.84831
2023/2/28 20:00,23263.38,23343.55,23020.97,23141.57,53528.62659
2023/3/1 0:00,23141.57,23498,23020.03,23441.14,47163.64208
2023/3/1 4:00,23440.37,23847,23425.44,23716.06,49437.13297
2023/3/1 8:00,23716.06,24000,23673.44,23739.17,45593.75366
2023/3/1 12:00,23739.87,23888,23550.8,23711.09,71527.84275
2023/3/1 16:00,23711.09,23746.24,23328.16,23355.14,59540.49755
2023/3/1 20:00,23354.03,23674.6,23300,23628.97,42024.54836
2023/3/2 0:00,23629.76,23796.93,23423.17,23494.29,38918.66091
2023/3/2 4:00,23494.29,23546.82,23335.41,23391.87,27953.94328
2023/3/2 8:00,23391.87,23468.5,23337.37,23414.73,32030.91052
2023/3/2 12:00,23414.73,23434.26,23195.9,23361.11,63610.81714
2023/3/2 16:00,23361.1,23507.97,23231.29,23463.99,46562.98279
2023/3/2 20:00,23463.4,23567.52,23386.44,23465.32,30238.13755
2023/3/3 0:00,23465.32,23476.95,21971.13,22319.69,105002.3076
2023/3/3 4:00,22319.69,22411.36,22251.08,22360.78,39524.68367
2023/3/3 8:00,22360.78,22479.97,22300.14,22342.92,34119.07106
2023/3/3 12:00,22343.06,22498.99,22172.65,22336.33,63808.35172
2023/3/3 16:00,22335.84,22448.25,22229.25,22358.48,42253.91274
2023/3/3 20:00,22357.83,22378.22,22147,22354.34,35245.87103
2023/3/4 0:00,22354.34,22392.17,22323.05,22346.66,17092.81805
2023/3/4 4:00,22346.65,22410,22269.94,22359.09,20708.89441
2023/3/4 8:00,22359.44,22376.97,22322.3,22349.46,15610.44674
2023/3/4 12:00,22349.46,22398,22307.98,22317.87,19247.99791
2023/3/4 16:00,22317.38,22347.93,22227.2,22250.78,18483.98314
2023/3/4 20:00,22250.67,22359,22157.08,22346.57,30113.24107
2023/3/5 0:00,22346.57,22662.09,22189.22,22387.02,47822.67957
2023/3/5 4:00,22387.02,22470.93,22365.26,22375.7,19299.91498
2023/3/5 8:00,22375.7,22448.8,22316.63,22389.77,20090.00817
2023/3/5 12:00,22390.12,22494.96,22388.57,22436.18,22428.03796
2023/3/5 16:00,22436.7,22460.07,22374.6,22403.45,16269.59179
2023/3/5 20:00,22403.45,22560,22331,22430.24,28931.52539
2023/3/6 0:00,22430.24,22508,22258,22387.19,38270.80221
2023/3/6 4:00,22387.19,22436,22313.94,22392.74,20841.04209
